"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"destroy" 0 0 0 0 0 0 1 0 1 0 0 0 0 2 2 0 0 1 3 1 0 1 0 2 0 1 2 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 3 0 0 1 0 0 1 0 1 1 0
"sure" 0 0 0 0 0 0 1 0 1 0 0 0 1 2 1 0 1 0 3 0 0 1 3 1 2 3 2 3 1 0 0 0 0 2 0 3 0 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0
"near" 0 0 0 0 0 0 0 2 1 2 0 0 2 0 0 1 1 1 3 0 0 0 0 0 0 3 1 2 4 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0
"ceas" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 3 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anarchi" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"deliv" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 2
"proposit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"court" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 1 0 3 1 2 0 0 7 0 0 1 2 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"dissatisfi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"god" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 6 1 0 0 3 1 2 2 2 2 0 1 2 2 6 1 2 2 0 1 2 3 5 1 3 3 6 3 1 5 8 3 2 1 3 3 4 5 4 4 4
"offens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"woe" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pray" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"said" 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 0
"answer" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 3 1 1 2 0 0 1 1 0 0 2 1 0 2 0
"drawn" 0 0 0 0 2 0 0 1 0 0 0 0 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
"rather" 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 1 0 2 2 0 2 1 0 0 2 0 2 0 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 3 1 1 0 0
"came" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 1 1 0 1 1 0 5 1 0 1 1 1
"altogeth" 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ago" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 2 1 0 0 1 0 1 0 0 4 0 2 2 1 0 0 0 0 3 1 0 1 0 1 1 0 2 1 2 0 4 2 0 2 0 0 1 1 0 3 4
"four" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 2 1 2 0 0 0 0 0 1 2 0 0 0 2 0 0 0 0 4 0 0 2 0 1 0 0 0 5 0 0 2 0 0 1 0 1 0 0 1 0 1
"come" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 0 0 0 1 2 2 0 3 3 0 3 0 2 1 0 4 5 1 4 3 2 3 3 2 1 3 4 3 1 2 7 6 0 1 4 2 1 6 1 3 4 0 1 6 5
"attribut" 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"discern" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thought" 1 0 1 1 0 0 0 0 2 0 0 0 1 4 1 0 2 0 1 1 0 2 1 2 0 2 1 2 1 0 2 4 8 1 6 2 1 0 0 0 2 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 1 1
"detail" 0 0 1 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"read" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0
"ventur" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constant" 0 0 1 0 0 0 0 1 2 0 1 1 1 3 1 0 1 1 0 1 0 0 0 0 1 0 3 7 1 0 1 0 0 0 4 4 0 1 1 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 2 1 1 0
"southern" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 3 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"chiefli" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"color" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"negoti" 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0
"durat" 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"divid" 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 4 2 1 2 1 0 0 0 0 0 2 0 0 0 0 0 1 0
"dissolv" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"bread" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sword" 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"correspond" 0 0 0 0 1 1 1 0 3 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dread" 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"urgent" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"fulli" 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 0 3 0 0 2 1 1 1 0 1 0 0 0 3 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sought" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"face" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 1 1 4 2 1 1 3 1 0 7 1 1 0 2 1 0 0 0 0 2 0 2 1 2 3 3 0 2 4 2 2 4 2
"second" 0 0 0 0 0 0 1 0 0 1 0 0 0 4 0 0 0 0 0 1 0 1 0 0 0 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"thousand" 0 0 0 0 0 0 1 1 0 2 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 1 0 0 0 0 0 2 1
"finish" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"knew" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0
"triumph" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 2 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 2 0 0 2 1 1
"known" 0 0 0 0 0 0 0 1 2 1 0 0 2 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"satisfactori" 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"north" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 1 0 0 2 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"save" 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 5 0 0 0 5 0 1 1 1 0 1 1 0 1 0 0 0 0 1 2 0 0 2 0 1 0 0 0 0 3
"bind" 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0
"agent" 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 2 1 0 1 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"prayer" 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 2 2 0 0 0 1 0 2 4 1 0 0 1 0 0 0 0 4 0
"south" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 1 0 0 3 4 0 3 0 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accept" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 2 1 1 2 6 1 0 4 1 3 0 0 0 0 0 2 2 4 0 1 0 0 2 1 1 0 0 0 1 0 1 0 1 0 0 1 4 1 0 1 0 0
"expir" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"avert" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"distribut" 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forth" 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 1 0 0 0 0 2 1 0 0 1 0 0 0 2 1 0 0 2 0 0 0 0
"mighti" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1
"surviv" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0
"inaugur" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 1 2 1 0 0 0 0 0 0 0 2 1 0 1 0 1 1 0 0 1 0 1 0
"lord" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
"somewhat" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"achiev" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 2 2 1 1 1 0 1 0 1 0 0 1 2 1 3 6 2 0 0 2 4 0 0 2 1 0 0 2 1 3 1 0 0 0 1
"born" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 1 0 2 1 0 1 0 1 1 1 1 0 2 1 2 0 0
"fifti" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"predict" 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pay" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 6 1 0 1 0 0 0 3 1 1 2 0 0 0 1 1 1 1 0 0 0 0 2 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1
"dollar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"deal" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 1 0 0 1 1 0 2 2 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2
"payment" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"twenty-f" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ultim" 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 0 0 0 2 0 3 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0
"speci" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"effort" 0 0 1 1 1 0 0 2 2 1 0 1 1 1 0 1 1 0 1 0 2 5 5 1 3 0 3 1 3 1 4 1 0 0 7 1 6 1 0 0 8 2 0 2 0 1 1 1 1 2 0 0 2 1 2 1 3 1 0 1
"taken" 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 1 0 0 1 0 2 1 0 0 0 4 0 2 0 0 5 1 1 1 2 0 1 0 1 1 0 0 1 0 1 2 0 1 2 0 3 0 0 0 0 2 1 0 2 2
"emerg" 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 0 1 0 0 0 2 0 1 1 0 0 0 2 0 0 2 0 0 1 0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3
"advis" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oppos" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 2 0 1 1 0 1 1 1 0 0 1 0 0 0 2 1 0 0 0 0 3 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"henc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"method" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 9 1 2 2 0 4 0 0 1 5 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"resum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"join" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 3 1 3 1 2 0 2 0 1 0 1 1 0 0 2 0 1 3 0
"urg" 1 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 2 0 1 0 0 3 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"forg" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 2
"credit" 0 0 1 0 0 0 0 1 0 0 0 0 0 3 1 0 0 0 0 0 1 2 0 1 0 1 1 5 1 0 1 2 0 3 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"plan" 0 0 1 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 3 2 0 3 1 0 1 0 0 0 3 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0
"insur" 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"ten" 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 2 1 0 1 0 1 0 0 1 0 0
"ad" 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 3 0 3 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rich" 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 1 1 2 0 1 0 3 1 0 1 0 0 1 0 1 0 2
"restor" 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 0 0 1 1 0 1 4 1 1 0 0 0 5 2 0 1 3 0 3 0 0 5 1 0 0 1 0 1 0 0 0 1 0 1 2 0 0 0 0 0 2 0 1 2 7
"transit" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0
"santo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"domingo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rapid" 0 0 0 1 0 0 1 1 0 0 0 0 2 1 0 0 0 1 0 0 0 2 0 2 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"social" 0 0 0 1 0 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 1 0 3 0 0 0 1 0 1 1 4 1 2 1 1 0 0 2 0 0 0 0 0 0 0 1 2 0 0 0 1 1 0 1 0 0 2
"extermin" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acquisit" 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"scarc" 0 0 0 0 1 0 1 1 1 0 0 0 2 2 0 0 0 1 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"educ" 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 2 1 2 1 5 1 1 0 0 2 0 0 1 1 7 0 1 0 0 0 0 1 0 0 2 1 0 1 0 1 0 3 0 0 0 0 1 0 1
"communic" 0 0 0 0 0 0 0 1 1 0 1 1 0 2 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"indian" 0 0 0 0 0 0 0 1 2 1 1 0 0 0 1 0 0 0 0 0 1 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
